time,timestamp,aX(m/s²),aY(m/s²),aZ(m/s²),nozzle_tem,bed_tem,THE(°C),current_layer,total_layers,OT
2025-03-04-20-51-18,106466048,-4.632,1.101,-0.397,245,70,42.63,137,206,0
2025-03-04-20-51-19,106467038,-0.55,0.479,-0.321,245,70,42.63,137,206,0
2025-03-04-20-51-20,106468028,0.014,0.038,-0.306,245,70,42.64,138,206,0
2025-03-04-20-51-21,106469051,-0.249,-0.01,-0.306,245,70,42.65,138,206,0
2025-03-04-20-51-22,106470041,-0.22,-0.024,-0.292,245,70,42.65,138,206,0
2025-03-04-20-51-23,106471064,0.124,-0.048,-0.187,245,70,42.65,138,206,0
2025-03-04-20-51-24,106472054,0.172,-2.12,-0.321,245,70,42.66,139,206,0
2025-03-04-20-51-25,106473044,1.933,-1.235,-0.287,245,70,42.67,139,206,0
2025-03-04-20-51-26,106474034,0.225,-0.072,-0.325,245,70,42.67,139,206,0
2025-03-04-20-51-27,106475024,0.1,0.397,-0.282,245,70,42.68,139,206,0
2025-03-04-20-51-28,106476014,0.196,-0.067,-0.383,245,70,42.68,139,206,0
2025-03-04-20-51-29,106477037,-0.703,-0.057,-0.311,245,70,42.69,140,206,0
2025-03-04-20-51-30,106477994,-4.89,0.282,-0.057,245,70,42.69,140,206,0
2025-03-04-20-51-31,106479050,0.225,-5.355,0.043,245,70,42.7,140,206,0
2025-03-04-20-51-32,106480007,0.081,0.301,-0.306,245,70,42.69,140,206,0
2025-03-04-20-51-33,106481063,-0.474,1.79,-0.301,245,70,42.7,140,206,0
2025-03-04-20-51-34,106482020,-0.263,0.11,-0.464,245,70,42.7,141,206,0
2025-03-04-20-51-35,106482944,-0.105,-0.053,-1.172,245,70,42.72,141,206,0
2025-03-04-20-51-36,106484033,0.172,-0.024,-0.234,245,70,42.72,141,206,0
2025-03-04-20-51-37,106485023,0.273,-1.871,-0.919,245,70,42.72,141,206,0
2025-03-04-20-51-38,106486046,0.158,4.637,-0.292,245,70,42.73,142,206,0
2025-03-04-20-51-39,106487036,-3.503,0.502,-0.254,245,70,42.73,142,206,0
2025-03-04-20-51-40,106487993,0.981,2.641,-0.287,245,70,42.73,142,206,0
2025-03-04-20-51-41,106489016,0.096,0.038,-0.321,245,70,42.75,142,206,0
2025-03-04-20-51-42,106490072,0.22,-0.115,-0.297,245,70,42.75,142,206,0
2025-03-04-20-51-43,106491062,-0.1,-0.244,-0.306,245,70,42.75,143,206,0
2025-03-04-20-51-44,106492052,0.416,0.129,-0.105,245,70,42.75,143,206,0
2025-03-04-20-51-45,106493042,0.153,-4.871,-0.608,245,70,42.76,143,206,0
2025-03-04-20-51-46,106494065,4.421,0.263,-0.033,245,70,42.77,143,206,0
2025-03-04-20-51-47,106495055,5.144,0.675,-0.641,245,70,42.77,143,206,0
2025-03-04-20-51-48,106496045,-0.354,-2.034,0.033,245,70,42.78,144,206,0
2025-03-04-20-51-49,106497068,0.077,-0.464,-0.297,245,70,42.78,144,206,0
2025-03-04-20-51-50,106498058,0.062,0.287,-0.301,245,70,42.79,144,206,0
2025-03-04-20-51-51,106499081,0.22,-0.268,-0.287,245,70,42.79,144,206,0
2025-03-04-20-51-52,106500005,0.091,0.081,-0.33,245,70,42.8,145,206,0
2025-03-04-20-51-53,106501061,0.416,-0.799,-0.541,245,70,42.8,145,206,0
2025-03-04-20-51-54,106502051,0.086,-0.163,-0.909,245,70,42.81,145,206,0
2025-03-04-20-51-55,106503041,-0.12,-4.273,-0.402,245,70,42.81,145,206,0
2025-03-04-20-51-56,106504031,0.244,1.378,-0.636,245,70,42.82,145,206,0
2025-03-04-20-51-57,106505021,-0.498,-1.555,-0.043,245,70,42.82,146,206,0
2025-03-04-20-51-58,106506011,2.584,-0.12,-0.268,245,70,42.83,146,206,0
2025-03-04-20-51-59,106507001,0.321,0.292,-0.292,245,70,42.84,146,206,0
2025-03-04-20-52-00,106508057,-1.617,-2.474,0.086,245,70,42.84,146,206,0
2025-03-04-20-52-01,106509014,0.182,-0.12,-0.297,245,70,42.86,146,206,0
2025-03-04-20-52-02,106509971,0.086,0.196,-0.316,245,70,42.85,147,206,0
2025-03-04-20-52-03,106511027,0.072,-0.158,-0.311,245,70,42.86,147,206,0
2025-03-04-20-52-04,106511984,-0.038,-0.134,-0.263,245,70,42.87,147,206,0
2025-03-04-20-52-05,106513040,0.024,-0.986,-0.273,245,70,42.87,147,206,0
2025-03-04-20-52-06,106513997,0.067,0.517,-0.191,245,70,42.88,148,206,0
2025-03-04-20-52-07,106515020,0.057,-0.469,-0.45,245,70,42.88,148,206,0
2025-03-04-20-52-08,106515977,0.22,-4.11,-0.603,245,70,42.89,148,206,0
2025-03-04-20-52-09,106517066,1.593,-0.263,-0.837,245,70,42.89,148,206,0
2025-03-04-20-52-10,106518023,0.201,0.574,-0.536,245,70,42.89,148,206,0
2025-03-04-20-52-11,106519046,1.459,0.493,-0.469,245,70,42.9,149,206,0
2025-03-04-20-52-12,106519970,1.239,0.201,-0.263,245,70,42.91,149,206,0
2025-03-04-20-52-13,106521026,-1.22,-0.675,-0.359,245,70,42.92,149,206,0
2025-03-04-20-52-14,106522049,0.244,-0.311,-0.297,245,70,42.92,149,206,0
2025-03-04-20-52-15,106523039,0.263,1.096,-0.311,245,70,42.92,150,206,0
2025-03-04-20-52-16,106524062,0.335,-1.373,-0.306,245,70,42.93,150,206,0
2025-03-04-20-52-17,106525019,-0.268,0.378,-0.278,245,70,42.94,150,206,0
2025-03-04-20-52-18,106526042,0.239,-0.88,-0.263,245,70,42.95,150,206,0
2025-03-04-20-52-19,106527065,0.234,0.723,-0.297,245,70,42.95,151,206,0
2025-03-04-20-52-20,106528022,-0.029,-0.665,-0.335,245,70,42.95,151,206,0
2025-03-04-20-52-21,106529078,-0.244,-1.067,-0.354,245,70,42.96,151,206,0
2025-03-04-20-52-22,106530002,-0.062,-0.163,-0.287,245,70,42.97,151,206,0
2025-03-04-20-52-23,106530992,0.038,0.215,-0.345,245,70,42.97,152,206,0
2025-03-04-20-52-24,106532081,0.129,-0.172,-0.282,245,70,42.97,152,206,0
2025-03-04-20-52-25,106533038,0.167,-0.225,-0.234,245,70,42.99,152,206,0
2025-03-04-20-52-26,106534061,0.852,1.12,-0.349,245,70,42.99,152,206,0
2025-03-04-20-52-27,106535051,0.081,-0.263,-0.206,245,70,42.99,152,206,0
2025-03-04-20-52-28,106536041,0.139,-0.019,-0.263,245,70,43,153,206,0
2025-03-04-20-52-29,106537031,0.349,0.115,-0.368,245,70,43,153,206,0
2025-03-04-20-52-30,106538021,-0.072,0.077,-0.359,245,70,43.01,153,206,0
2025-03-04-20-52-31,106539044,0.196,-0.014,0.455,245,70,43.01,153,206,0
2025-03-04-20-52-32,106539968,-0.278,-5.268,-0.182,245,70,43.02,154,206,0
2025-03-04-20-52-33,106541024,0.287,4.106,0.263,245,70,43.02,154,206,0
2025-03-04-20-52-34,106542014,-0.172,-3.149,-0.057,245,70,43.02,154,206,0
2025-03-04-20-52-35,106543037,-3.938,0.737,-0.474,245,70,43.03,154,206,0
2025-03-04-20-52-36,106544060,0.354,1.23,-1.086,245,70,43.04,155,206,0
2025-03-04-20-52-37,106545050,5.489,0.632,-0.866,245,70,43.04,155,206,0
2025-03-04-20-52-38,106545974,2.177,-0.057,-0.574,245,70,43.05,155,206,0
2025-03-04-20-52-39,106547063,0.469,-1.881,-0.215,245,70,43.06,155,206,0
2025-03-04-20-52-40,106548020,-4.675,0.368,-0.488,245,70,43.06,155,206,0
2025-03-04-20-52-41,106548977,-1.364,2.216,-0.191,245,70,43.06,156,206,0
2025-03-04-20-52-42,106550066,0.1,-3.015,-0.756,245,70,43.07,156,206,0
2025-03-04-20-52-43,106551023,-0.144,-4.168,-0.636,245,70,43.08,156,206,0
2025-03-04-20-52-44,106551947,2.44,2.163,-0.263,245,70,43.08,156,206,0
2025-03-04-20-52-45,106553036,-4.57,3.039,-0.354,245,70,43.08,156,206,0
2025-03-04-20-52-46,106554059,1.541,-0.732,-0.919,245,70,43.09,157,206,0
2025-03-04-20-52-47,106555049,4.847,0.933,0.215,245,70,43.09,157,206,0
2025-03-04-20-52-48,106556072,0.148,-0.67,-0.268,245,70,43.09,157,206,0
2025-03-04-20-52-49,106557062,-5.058,0.364,-0.914,245,70,43.1,157,206,0
2025-03-04-20-52-50,106558052,0.426,1.68,-0.292,245,70,43.1,158,206,0
2025-03-04-20-52-51,106559042,-0.301,-5.422,0.287,245,70,43.11,158,206,0
2025-03-04-20-52-52,106559999,-0.459,3.546,0.345,245,70,43.11,158,206,0
2025-03-04-20-52-53,106561055,-2.804,0.479,0.412,245,70,43.12,158,206,0
2025-03-04-20-52-54,106562078,-0.096,-4.675,-0.412,245,70,43.12,158,206,0
2025-03-04-20-52-55,106563035,-1.239,0.44,-0.258,245,70,43.13,159,206,0
2025-03-04-20-52-56,106564058,0.325,-0.589,-0.278,245,70,43.14,159,206,0
2025-03-04-20-52-57,106565048,0.206,0.005,-0.349,245,70,43.13,159,206,0
2025-03-04-20-52-58,106566038,0.335,-0.397,-0.287,245,70,43.14,159,206,0
2025-03-04-20-52-59,106566995,0.569,4.206,-0.297,245,70,43.14,160,206,0
2025-03-04-20-53-00,106568051,0.258,0.373,-0.359,245,70,43.15,160,206,0
2025-03-04-20-53-01,106569008,0.029,0.268,-0.316,245,70,43.15,160,206,0
2025-03-04-20-53-02,106569998,-0.024,-0.014,-0.292,245,70,43.16,160,206,0
2025-03-04-20-53-03,106571021,0.79,-0.22,-0.301,245,70,43.16,161,206,0
2025-03-04-20-53-04,106572044,0.038,0.005,-0.325,245,70,43.17,161,206,0
2025-03-04-20-53-05,106573001,-0.191,0.273,-0.278,245,70,43.17,161,206,0
2025-03-04-20-53-06,106574024,0.244,-0.373,-0.349,245,70,43.18,161,206,0
2025-03-04-20-53-07,106575014,0.072,-0.608,-0.282,245,70,43.18,162,206,0
2025-03-04-20-53-08,106576004,0.158,-0.077,-0.306,245,70,43.18,162,206,0
2025-03-04-20-53-09,106577027,0.182,0.431,-0.507,245,70,43.18,162,206,0
2025-03-04-20-53-10,106578050,-0.096,-0.12,-0.163,245,70,43.19,162,206,0
2025-03-04-20-53-11,106579040,1.378,-0.574,-0.273,245,70,43.2,162,206,0
2025-03-04-20-53-12,106580030,2.833,-0.249,-0.263,245,70,43.21,163,206,0
2025-03-04-20-53-13,106581053,0.196,0.378,-0.287,245,70,43.2,163,206,0
2025-03-04-20-53-14,106582043,0.167,1.311,-0.273,245,70,43.2,163,206,0
2025-03-04-20-53-15,106583066,0.139,0.067,-0.268,245,70,43.21,163,206,0
2025-03-04-20-53-16,106584023,0.66,0.56,-0.282,245,70,43.22,164,206,0
2025-03-04-20-53-17,106585046,0.033,0.163,-0.206,245,70,43.22,164,206,0
2025-03-04-20-53-18,106586069,0.373,-1.364,-0.172,245,70,43.22,164,206,0
2025-03-04-20-53-19,106587026,1.278,-2.273,-0.459,245,70,43.23,164,206,0
2025-03-04-20-53-20,106588049,-1.799,-7.738,-0.301,245,70,43.24,165,206,0
2025-03-04-20-53-21,106588973,-0.89,0.01,-0.9,245,70,43.24,165,206,0
2025-03-04-20-53-22,106590029,0.11,0.818,-0.239,245,70,43.25,165,206,0
2025-03-04-20-53-23,106591052,0.038,-0.455,-0.287,245,70,43.26,165,206,0
2025-03-04-20-53-24,106592075,0.1,0.239,-0.292,245,70,43.26,166,206,0
2025-03-04-20-53-25,106593065,0.833,0.378,-0.239,245,70,43.27,166,206,0
2025-03-04-20-53-26,106594022,-0.048,-0.182,0.129,245,70,43.26,166,206,0
2025-03-04-20-53-27,106595078,-1.201,-0.215,-0.507,245,70,43.27,166,206,0
2025-03-04-20-53-28,106596002,2.029,0.699,-0.651,245,70,43.27,167,206,0
2025-03-04-20-53-29,106597058,-3.981,0.23,-0.507,245,70,43.28,167,206,0
2025-03-04-20-53-30,106598048,0.502,4.551,-0.33,245,70,43.28,167,206,0
2025-03-04-20-53-31,106599038,-0.191,0.01,-0.254,245,70,43.3,167,206,0
2025-03-04-20-53-32,106599995,0.431,0.12,-0.278,245,70,43.3,168,206,0
2025-03-04-20-53-33,106601018,0.56,0.723,-0.349,245,70,43.3,168,206,0
2025-03-04-20-53-34,106602041,0.44,4.177,-0.297,245,70,43.3,168,206,0
2025-03-04-20-53-35,106603031,0.01,-4.929,-0.287,245,70,43.31,168,206,0
2025-03-04-20-53-36,106604021,-0.005,0.01,-0.268,245,70,43.32,169,206,0
2025-03-04-20-53-37,106605011,0.435,0.196,-0.33,245,70,43.32,169,206,0
2025-03-04-20-53-38,106606034,-0.005,0.598,-0.115,245,70,43.33,169,206,0
2025-03-04-20-53-39,106607024,0.172,-0.402,-0.249,245,70,43.33,169,206,0
2025-03-04-20-53-40,106608047,5.8,-1.053,-0.019,245,70,43.34,170,206,0
2025-03-04-20-53-41,106609004,-4.555,3.149,-0.273,245,70,43.34,170,206,0
2025-03-04-20-53-42,106610060,0.464,0.053,-0.321,245,70,43.34,170,206,0
2025-03-04-20-53-43,106611050,-0.22,-0.55,-0.029,245,70,43.35,170,206,0
2025-03-04-20-53-44,106612007,0.761,1.45,-0.282,245,70,43.36,171,206,0
2025-03-04-20-53-45,106613030,-0.909,1.838,-0.421,245,70,43.37,171,206,0
2025-03-04-20-53-46,106614053,-4.709,0.177,-0.364,245,70,43.36,171,206,0
2025-03-04-20-53-47,106615010,-3.058,-0.144,-0.258,245,70,43.36,171,206,0
2025-03-04-20-53-48,106616000,0.12,-0.388,-0.244,245,70,43.38,172,206,0
2025-03-04-20-53-49,106617023,-0.124,-0.22,-0.124,245,70,43.38,172,206,0
2025-03-04-20-53-50,106618046,0.34,0.435,0.459,245,70,43.39,172,206,0
2025-03-04-20-53-51,106619036,-4.986,0.34,-0.34,245,70,43.39,172,206,0
2025-03-04-20-53-52,106620026,0.077,3.24,-0.407,245,70,43.4,173,206,0
2025-03-04-20-53-53,106620917,-1.474,0.67,-0.354,245,70,43.4,173,206,0
2025-03-04-20-53-54,106622039,-0.268,-0.033,-0.11,245,70,43.4,173,206,0
2025-03-04-20-53-55,106623029,-1.507,-0.34,-0.301,245,70,43.42,173,206,0
2025-03-04-20-53-56,106624052,0.072,3.627,-0.211,245,70,43.42,174,206,0
2025-03-04-20-53-57,106624943,-4.359,-0.024,-0.34,245,70,43.42,174,206,0
2025-03-04-20-53-58,106626065,-0.368,0,-0.172,245,70,43.43,174,206,0
2025-03-04-20-53-59,106626989,0.45,-0.024,0.34,245,70,43.43,174,206,0
2025-03-04-20-54-00,106628045,0.383,-1.89,-0.368,245,70,43.44,175,206,0
2025-03-04-20-54-01,106629035,0.191,-0.129,-0.225,245,70,43.45,175,206,0
2025-03-04-20-54-02,106630025,0.402,-0.225,-0.053,245,70,43.46,176,206,0
2025-03-04-20-54-03,106631048,-0.723,0.373,-0.239,245,70,43.45,176,206,0
2025-03-04-20-54-04,106632005,0.541,4.292,-0.244,245,70,43.46,176,206,0
2025-03-04-20-54-05,106633028,0.024,-0.517,-0.335,245,70,43.46,176,206,0
2025-03-04-20-54-06,106633985,0.196,0.254,-0.163,245,70,43.47,177,206,0
2025-03-04-20-54-07,106635041,0.014,1.55,-0.335,245,70,43.47,177,206,0
2025-03-04-20-54-08,106635998,0.153,-2.632,-0.345,245,70,43.48,177,206,0
2025-03-04-20-54-09,106637021,0.608,-0.55,-0.086,245,70,43.48,177,206,0
2025-03-04-20-54-10,106638011,0.172,-0.158,0.038,245,70,43.49,177,206,0
2025-03-04-20-54-11,106639001,-4.689,1.531,-0.258,245,70,43.5,178,206,0
2025-03-04-20-54-12,106640024,0.144,-0.268,-0.364,245,70,43.5,178,206,0
2025-03-04-20-54-13,106641014,-0.234,-1.254,-0.282,245,70,43.5,178,206,0
2025-03-04-20-54-14,106642037,0.287,0.651,-0.273,245,70,43.51,179,206,0
2025-03-04-20-54-15,106642961,0.952,-0.244,-0.325,245,70,43.51,179,206,0
2025-03-04-20-54-16,106644050,0.148,0.11,-0.201,245,70,43.52,179,206,0
2025-03-04-20-54-17,106644941,-0.335,-1.871,0.349,245,70,43.53,179,206,0
2025-03-04-20-54-18,106646030,5.048,0.44,-0.177,245,70,43.53,180,206,0
2025-03-04-20-54-19,106647020,-0.479,0.392,-0.569,245,70,43.53,180,206,0
2025-03-04-20-54-20,106648043,5.268,-1.129,-0.287,245,70,43.54,180,206,0
2025-03-04-20-54-21,106649000,0.163,-0.077,-0.258,245,70,43.53,180,206,0
2025-03-04-20-54-22,106650023,-0.077,1.727,-0.546,245,70,43.55,181,206,0
2025-03-04-20-54-23,106651046,0.201,-5.331,-0.301,245,70,43.55,181,206,0
2025-03-04-20-54-24,106652069,0.005,0.105,-0.172,245,70,43.55,181,206,0
2025-03-04-20-54-25,106653059,-5.474,-0.512,-0.345,245,70,43.55,181,206,0
2025-03-04-20-54-26,106654049,0.129,0.555,-0.522,245,70,43.56,182,206,0
2025-03-04-20-54-27,106655039,0.727,0.067,0.187,245,70,43.56,182,206,0
2025-03-04-20-54-28,106655996,-0.378,-5.867,-0.297,245,70,43.57,182,206,0
2025-03-04-20-54-29,106657052,0.234,-0.187,-0.857,245,70,43.58,182,206,0
2025-03-04-20-54-30,106658042,1.794,0.12,-0.34,245,70,43.57,183,206,0
2025-03-04-20-54-31,106659032,0.096,2,-0.263,245,70,43.58,183,206,0
2025-03-04-20-54-32,106660055,0.038,-0.402,-0.445,245,70,43.59,183,206,0
2025-03-04-20-54-33,106660979,0.713,-0.44,-0.239,245,70,43.6,183,206,0
2025-03-04-20-54-34,106662002,0.12,0.416,-0.196,245,70,43.6,184,206,0
2025-03-04-20-54-35,106663025,-2.105,-3.244,-0.249,245,70,43.6,184,206,0
2025-03-04-20-54-36,106664048,0.359,4.345,-0.636,245,70,43.62,184,206,0
2025-03-04-20-54-37,106665038,0.464,1.077,-0.301,245,70,43.61,185,206,0
2025-03-04-20-54-38,106666028,-0.809,0.459,-0.282,245,70,43.62,185,206,0
2025-03-04-20-54-39,106667051,-0.239,0.273,0.397,245,70,43.62,185,206,0
2025-03-04-20-54-40,106668008,1.459,0.11,-0.292,245,70,43.62,185,206,0
2025-03-04-20-54-41,106668998,0.211,0.072,-0.086,245,70,43.63,186,206,0
2025-03-04-20-54-42,106669955,0.421,0.019,-0.33,245,70,43.63,186,206,0
2025-03-04-20-54-43,106671044,0.196,0.498,-0.426,245,70,43.63,186,206,0
2025-03-04-20-54-44,106672034,1.024,0.785,-0.158,245,70,43.64,187,206,0
2025-03-04-20-54-45,106673024,0,0.211,-0.364,245,70,43.65,187,206,0
2025-03-04-20-54-46,106674047,-2.56,1.034,-0.258,245,70,43.65,187,206,0
2025-03-04-20-54-47,106675037,0.057,-0.005,-0.038,245,70,43.65,187,206,0
2025-03-04-20-54-48,106676027,2.436,0.823,-0.254,245,70,43.66,188,206,0
2025-03-04-20-54-49,106677050,0.177,0.416,-0.584,245,70,43.66,188,206,0
2025-03-04-20-54-50,106678040,1.402,-0.033,-0.297,245,70,43.66,188,206,0
2025-03-04-20-54-51,106679030,0.23,0.038,0.172,245,70,43.66,189,206,0
2025-03-04-20-54-52,106680053,-4.919,0.541,-0.124,245,70,43.67,189,206,0
2025-03-04-20-54-53,106680977,0.158,0.1,-0.124,245,70,43.67,189,206,0
2025-03-04-20-54-54,106682066,-4.484,2.89,-0.096,245,70,43.68,190,206,0
2025-03-04-20-54-55,106683023,-0.081,0.077,-0.215,245,70,43.68,190,206,0
2025-03-04-20-54-56,106684046,-0.01,2.364,-0.426,245,70,43.69,190,206,0
2025-03-04-20-54-57,106684970,0.297,-0.081,-0.608,245,70,43.7,190,206,0
2025-03-04-20-54-58,106686026,-0.23,-5.661,-0.608,245,70,43.7,191,206,0
2025-03-04-20-54-59,106687049,-0.584,-1.608,-0.258,245,70,43.7,191,206,0
2025-03-04-20-55-00,106688039,0.177,4.704,-0.12,245,70,43.7,191,206,0
2025-03-04-20-55-01,106689062,-0.12,1.579,-0.215,245,70,43.7,192,206,0
2025-03-04-20-55-02,106690052,0.986,-0.11,-0.33,245,70,43.71,192,206,0
2025-03-04-20-55-03,106691009,-0.995,-3.67,-0.148,245,70,43.71,192,206,0
2025-03-04-20-55-04,106691999,0.392,-0.196,0.019,245,70,43.72,192,206,0
2025-03-04-20-55-05,106693022,0.316,-1.11,-0.498,245,70,43.72,193,206,0
2025-03-04-20-55-06,106694045,-0.206,0.139,-0.263,245,70,43.72,193,206,0
2025-03-04-20-55-07,106695002,0.1,2.991,-0.187,245,70,43.73,193,206,0
2025-03-04-20-55-08,106696025,0.258,2.661,-0.211,245,70,43.73,194,206,0
2025-03-04-20-55-09,106697015,0.215,-0.067,-0.325,245,70,43.73,194,206,0
2025-03-04-20-55-10,106698005,0.019,-3.005,-0.479,245,70,43.74,194,206,0
2025-03-04-20-55-11,106699061,-0.699,0.546,-0.225,245,70,43.74,195,206,0
2025-03-04-20-55-12,106700018,0.354,3.723,-0.349,245,70,43.75,195,206,0
2025-03-04-20-55-13,106701008,1.321,-0.364,0.019,245,70,43.75,195,206,0
2025-03-04-20-55-14,106702064,-0.402,0.828,-0.321,245,70,43.76,195,206,0
2025-03-04-20-55-15,106703021,0.206,0.153,-0.435,245,70,43.76,195,206,0
2025-03-04-20-55-16,106704011,0.785,0.11,-0.316,245,70,43.76,196,206,0
2025-03-04-20-55-17,106705034,0.273,-0.153,-0.311,245,70,43.76,196,206,0
2025-03-04-20-55-18,106706024,2.632,1.249,-0.388,245,70,43.76,197,206,0
2025-03-04-20-55-19,106707047,0.163,-0.531,-0.148,245,70,43.77,197,206,0
2025-03-04-20-55-20,106708037,-4.886,0.201,-0.464,245,70,43.78,197,206,0
2025-03-04-20-55-21,106709027,0.914,0.297,-0.23,245,70,43.77,198,206,0
2025-03-04-20-55-22,106710017,3.771,-1.857,-0.474,245,70,43.77,198,206,0
2025-03-04-20-55-23,106711040,0.316,2.594,-0.053,245,70,43.78,198,206,0
2025-03-04-20-55-24,106712063,0.584,-1.091,-0.44,245,70,43.78,198,206,0
2025-03-04-20-55-25,106713020,-0.038,-5.015,-0.435,245,70,43.78,199,206,0
2025-03-04-20-55-26,106714043,-0.665,0,-0.464,245,70,43.79,199,206,0
2025-03-04-20-55-27,106715033,0.029,-0.148,-0.292,245,70,43.79,199,206,0
2025-03-04-20-55-28,106716056,-4.359,-0.397,-0.813,245,70,43.8,200,206,0
2025-03-04-20-55-29,106717046,0.072,-0.244,-0.378,245,70,43.81,200,206,0
2025-03-04-20-55-30,106718036,0.23,2.412,0.388,245,70,43.81,200,206,0
2025-03-04-20-55-31,106719026,-1.019,0.397,-0.211,245,70,43.81,201,206,0
2025-03-04-20-55-32,106719983,0.053,0.225,-0.182,245,70,43.82,201,206,0
2025-03-04-20-55-33,106721039,-0.799,-0.378,-0.799,245,70,43.82,202,206,0
2025-03-04-20-55-34,106722029,0.273,0.306,-0.368,245,70,43.83,202,206,0
2025-03-04-20-55-35,106723019,0.254,-0.1,-0.325,245,70,43.83,202,206,0
2025-03-04-20-55-36,106724009,-1.766,0.254,-0.057,245,70,43.83,202,206,0
2025-03-04-20-55-37,106725032,0.598,-1.498,0.153,245,70,43.84,203,206,0
2025-03-04-20-55-38,106726055,0.163,-0.072,0.072,245,70,43.84,203,206,0
2025-03-04-20-55-39,106727045,0.991,2.149,-0.34,245,70,43.84,203,206,0
2025-03-04-20-55-40,106728002,0.254,4.857,-0.813,245,70,43.85,204,206,0
2025-03-04-20-55-41,106729058,0.818,-0.971,-0.809,245,70,43.85,204,206,0
2025-03-04-20-55-42,106730015,0.077,-0.182,-0.282,245,70,43.85,204,206,0
2025-03-04-20-55-43,106731038,1.517,0.12,-0.321,245,70,43.85,205,206,0
2025-03-04-20-55-44,106731929,0.368,0.172,-0.388,245,70,43.86,205,206,0
2025-03-04-20-55-45,106733018,-0.498,1.129,-0.124,245,70,43.87,205,206,0
2025-03-04-20-55-46,106734041,0.124,-0.163,-0.297,245,70,43.88,206,206,0
2025-03-04-20-55-47,106735064,4.709,0.431,-0.325,245,70,43.87,206,206,0
2025-03-04-20-55-48,106736021,5.379,-0.732,-0.11,245,70,43.89,206,206,0
2025-03-04-20-55-49,106737044,0.306,-0.718,-0.522,245,70,43.89,206,206,0
2025-03-04-20-55-50,106738034,0.129,0.373,-0.244,245,70,43.89,206,206,0
2025-03-04-20-55-51,106739024,0.258,4.819,-0.163,245,70,43.9,206,206,0
2025-03-04-20-55-52,106740047,-1.105,3.034,-0.273,245,70,43.9,206,206,0
2025-03-04-20-55-53,106741070,1.206,0.703,-0.048,245,70,43.91,206,206,0
2025-03-04-20-55-54,106741994,-0.201,0.067,-0.297,245,70,43.91,206,206,0
2025-03-04-20-55-55,106743017,0.091,-0.526,-0.287,245,70,43.91,206,206,0
2025-03-04-20-55-56,106744040,5.02,0.737,-0.301,245,70,43.92,206,206,0
2025-03-04-20-55-57,106745030,-0.139,-4.551,-0.091,245,70,43.92,206,206,0
2025-03-04-20-55-58,106746020,-1.522,0.378,0.325,245,70,43.92,206,206,0
2025-03-04-20-55-59,106747076,-0.818,-0.627,-0.215,245,70,43.93,206,206,0
2025-03-04-20-56-00,106748033,0.837,0.33,-0.191,245,70,43.93,206,206,0
2025-03-04-20-56-01,106749023,-0.34,1.091,-0.79,245,70,43.94,206,206,0
2025-03-04-20-56-02,106749947,0.225,-1.426,-0.254,245,70,43.94,206,206,0
2025-03-04-20-56-03,106751036,0.268,0.182,-0.153,245,70,43.95,206,206,0
2025-03-04-20-56-04,106752026,-2.402,-0.211,-0.325,245,70,43.95,206,206,0
2025-03-04-20-56-05,106753049,-0.029,-1.986,-0.234,245,70,43.96,206,206,0
2025-03-04-20-56-06,106754039,3.402,-0.746,-0.335,245,70,43.97,206,206,0
2025-03-04-20-56-07,106755029,-4.78,-0.718,-0.292,245,69,43.96,206,206,0
2025-03-04-20-56-08,106755986,0.311,0.225,-0.383,245,69,43.97,206,206,0
2025-03-04-20-56-09,106757009,-0.062,-0.187,-0.292,245,69,43.98,206,206,0
2025-03-04-20-56-10,106757999,0.187,0.316,-0.297,245,69,43.98,206,206,0
2025-03-04-20-56-11,106759022,0.057,-0.349,-0.273,245,69,43.98,206,206,0
2025-03-04-20-56-12,106760045,0.546,0.191,-0.278,245,69,43.99,206,206,0
2025-03-04-20-56-13,106761035,0.096,-0.11,-0.301,245,69,43.99,206,206,0
2025-03-04-20-56-14,106761926,0.11,0,-0.282,245,69,43.99,206,206,0
2025-03-04-20-56-15,106763015,0.33,2.828,-0.292,245,69,44,206,206,0
2025-03-04-20-56-16,106764038,0.144,-0.019,-0.297,245,69,44,206,206,0
2025-03-04-20-56-17,106764962,0.057,0.014,-0.297,244,69,44.01,206,206,0
2025-03-04-20-56-18,106766051,0.01,0,-0.297,243,69,44.01,206,206,0
2025-03-04-20-56-19,106767041,0,0,-0.311,242,69,44.01,206,206,0
2025-03-04-20-56-20,106767932,0,0,-0.378,240,69,44.02,206,206,0
2025-03-04-20-56-21,106769054,0.048,0.053,-0.268,239,69,44.02,206,206,0
2025-03-04-20-56-22,106769945,-0.029,0.062,-0.359,237,69,44.02,206,206,0
2025-03-04-20-56-23,106771034,-0.043,-0.11,-0.282,236,69,44.02,206,206,0
